"icao_aerolinea";"iata";"fecha";"hora";"vuelo";"origen";"estado";"franja_horaria";"numero_vuelo";"id";"name";"city";"country";"icao_aeropuerto";"latitude";"longitude";"altitude";"timezone";"tz";"name_aerolinea";"country_aerolinea"
"VOE";"OVD";"2025-11-10";"16:50";"VOE3582";"ASTURIAS (OVD)";"No informado";"Tarde";"3582";"1214";"Asturias Airport";"Aviles";"Spain";"LEAS";"43.5635986328125";"-6.0346198081970215";"416";"1";"Europe/Madrid";"VOLOTEA Airways";"Spain"
"VOE";"OVD";"2025-11-09";"12:05";"VOE3582";"ASTURIAS (OVD)";"En vuelo";"Tarde";"3582";"1214";"Asturias Airport";"Aviles";"Spain";"LEAS";"43.5635986328125";"-6.0346198081970215";"416";"1";"Europe/Madrid";"VOLOTEA Airways";"Spain"
"VOE";"BOD";"2025-11-14";"09:15";"VOE2436";"BURDEOS (BOD)";"No informado";"Mañana";"2436";"1264";"Bordeaux-Mérignac Airport";"Bordeaux";"France";"LFBD";"44.828300476100004";"-0.715556025505";"162";"1";"Europe/Paris";"VOLOTEA Airways";"Spain"
"VOE";"LYS";"2025-11-14";"08:15";"VOE2656";"LYON (LYS)";"No informado";"Mañana";"2656";"1335";"Lyon Saint-Exupéry Airport";"Lyon";"France";"LFLL";"45.725556";"5.081111";"821";"1";"Europe/Paris";"VOLOTEA Airways";"Spain"
"VOE";"BIO";"2025-11-09";"17:25";"VOE3536";"BILBAO (BIO)";"No informado";"Tarde";"3536";"1216";"Bilbao Airport";"Bilbao";"Spain";"LEBB";"43.30110168457031";"-2.9106099605560303";"138";"1";"Europe/Madrid";"VOLOTEA Airways";"Spain"
"VOE";"LYS";"2025-11-10";"11:45";"VOE2656";"LYON (LYS)";"No informado";"Mañana";"2656";"1335";"Lyon Saint-Exupéry Airport";"Lyon";"France";"LFLL";"45.725556";"5.081111";"821";"1";"Europe/Paris";"VOLOTEA Airways";"Spain"
"VOE";"LCG";"2025-11-14";"13:05";"VOE3816";"A CORUÑA (LCG)";"No informado";"Tarde";"3816";"1220";"A Coruña Airport";"La Coruna";"Spain";"LECO";"43.302101";"-8.37726";"326";"1";"Europe/Madrid";"VOLOTEA Airways";"Spain"
"VOE";"BIO";"2025-11-10";"08:40";"VOE3536";"BILBAO (BIO)";"No informado";"Mañana";"3536";"1216";"Bilbao Airport";"Bilbao";"Spain";"LEBB";"43.30110168457031";"-2.9106099605560303";"138";"1";"Europe/Madrid";"VOLOTEA Airways";"Spain"
"VOE";"BOD";"2025-11-16";"10:15";"VOE2436";"BURDEOS (BOD)";"No informado";"Mañana";"2436";"1264";"Bordeaux-Mérignac Airport";"Bordeaux";"France";"LFBD";"44.828300476100004";"-0.715556025505";"162";"1";"Europe/Paris";"VOLOTEA Airways";"Spain"
"VOE";"BIO";"2025-11-14";"17:10";"VOE3536";"BILBAO (BIO)";"No informado";"Tarde";"3536";"1216";"Bilbao Airport";"Bilbao";"Spain";"LEBB";"43.30110168457031";"-2.9106099605560303";"138";"1";"Europe/Madrid";"VOLOTEA Airways";"Spain"
"VOE";"OVD";"2025-11-12";"12:10";"VOE3582";"ASTURIAS (OVD)";"No informado";"Tarde";"3582";"1214";"Asturias Airport";"Aviles";"Spain";"LEAS";"43.5635986328125";"-6.0346198081970215";"416";"1";"Europe/Madrid";"VOLOTEA Airways";"Spain"
"VOE";"LCG";"2025-11-10";"21:10";"VOE3816";"A CORUÑA (LCG)";"No informado";"Noche";"3816";"1220";"A Coruña Airport";"La Coruna";"Spain";"LECO";"43.302101";"-8.37726";"326";"1";"Europe/Madrid";"VOLOTEA Airways";"Spain"
"WMT";"TSR";"2025-11-11";"19:35";"WMT3567";"TIMISOARA (TSR)";"No informado";"Noche";"3567";"1663";"Timişoara Traian Vuia Airport";"Timisoara";"Romania";"LRTR";"45.809898376464844";"21.337900161743164";"348";"2";"Europe/Bucharest";NA;NA
"WMT";"CLJ";"2025-11-10";"20:00";"WMT3411";"CLUJ NAPOCA/SOMESENI (CLJ)";"No informado";"Noche";"3411";"1652";"Cluj-Napoca International Airport";"Cluj-napoca";"Romania";"LRCL";"46.78519821166992";"23.686199188232422";"1036";"2";"Europe/Bucharest";NA;NA
"WMT";"IAS";"2025-11-15";"09:00";"WMT3723";"IASI (IAS)";"No informado";"Mañana";"3723";"1655";"Iaşi Airport";"Iasi";"Romania";"LRIA";"47.17850112915039";"27.6205997467041";"397";"2";"Europe/Bucharest";NA;NA
"WMT";"FCO";"2025-11-09";"20:35";"WMT6045";"ROMA /FIUMICINO (FCO)";"No informado";"Noche";"6045";"1555";"Leonardo da Vinci–Fiumicino Airport";"Rome";"Italy";"LIRF";"41.8002778";"12.2388889";"13";"1";"Europe/Rome";NA;NA
"WMT";"OTP";"2025-11-11";"10:40";"WMT3185";"BUCAREST (OTP)";"No informado";"Mañana";"3185";"1657";"Henri Coandă International Airport";"Bucharest";"Romania";"LROP";"44.5711111";"26.085";"314";"2";"Europe/Bucharest";NA;NA
"WMT";"OTP";"2025-11-16";"09:50";"WMT3185";"BUCAREST (OTP)";"No informado";"Mañana";"3185";"1657";"Henri Coandă International Airport";"Bucharest";"Romania";"LROP";"44.5711111";"26.085";"314";"2";"Europe/Bucharest";NA;NA
"WMT";"MXP";"2025-11-09";"14:10";"WMT6317";"MILAN /MALPENSA (MXP)";"No informado";"Tarde";"6317";"1524";"Malpensa International Airport";"Milano";"Italy";"LIMC";"45.6306";"8.72811";"768";"1";"Europe/Rome";NA;NA
"WMT";"TIA";"2025-11-11";"21:30";"WMT5155";"TIRANA (TIA)";"No informado";"Noche";"5155";"1190";"Tirana International Airport Mother Teresa";"Tirana";"Albania";"LATI";"41.4146995544";"19.7206001282";"126";"1";"Europe/Tirane";NA;NA
"WMT";"FCO";"2025-11-09";"14:40";"WMT6027";"ROMA /FIUMICINO (FCO)";"No informado";"Tarde";"6027";"1555";"Leonardo da Vinci–Fiumicino Airport";"Rome";"Italy";"LIRF";"41.8002778";"12.2388889";"13";"1";"Europe/Rome";NA;NA
"WZZ";"BUD";"2025-11-09";"18:50";"WZZ2385";"BUDAPEST (BUD)";"No informado";"Noche";"2385";"1489";"Budapest Liszt Ferenc International Airport";"Budapest";"Hungary";"LHBP";"47.42976";"19.261093";"495";"1";"Europe/Budapest";"Wizz Air";"Hungary"
"WZZ";"WAW";"2025-11-11";"09:05";"WZZ1337";"VARSOVIA (WAW)";"No informado";"Mañana";"1337";"679";"Warsaw Chopin Airport";"Warsaw";"Poland";"EPWA";"52.1656990051";"20.967100143399996";"362";"1";"Europe/Warsaw";"Wizz Air";"Hungary"
"WZZ";"WAW";"2025-11-15";"09:35";"WZZ1337";"VARSOVIA (WAW)";"No informado";"Mañana";"1337";"679";"Warsaw Chopin Airport";"Warsaw";"Poland";"EPWA";"52.1656990051";"20.967100143399996";"362";"1";"Europe/Warsaw";"Wizz Air";"Hungary"
"WZZ";"KRK";"2025-11-09";"19:35";"WZZ2079";"CRACOVIA (KRK)";"No informado";"Noche";"2079";"669";"Kraków John Paul II International Airport";"Krakow";"Poland";"EPKK";"50.077702";"19.7848";"791";"1";"Europe/Warsaw";"Wizz Air";"Hungary"
"WZZ";"BUD";"2025-11-14";"09:10";"WZZ2385";"BUDAPEST (BUD)";"No informado";"Mañana";"2385";"1489";"Budapest Liszt Ferenc International Airport";"Budapest";"Hungary";"LHBP";"47.42976";"19.261093";"495";"1";"Europe/Budapest";"Wizz Air";"Hungary"
"WZZ";"BUD";"2025-11-10";"09:05";"WZZ2385";"BUDAPEST (BUD)";"No informado";"Mañana";"2385";"1489";"Budapest Liszt Ferenc International Airport";"Budapest";"Hungary";"LHBP";"47.42976";"19.261093";"495";"1";"Europe/Budapest";"Wizz Air";"Hungary"
