Fecha,Hora,Vuelo,Origen,Estado,Aerolinea,Pais_Aerolinea,Aeropuerto,Ciudad,Pais_Origen,IATA,ICAO_Cia,PAX_Estimado,Franja_Horaria
2025-11-19,17:30,VLG8153,PARIS /ORLY (ORY),No informado,Vueling Airlines,Spain,Paris-Orly Airport,Paris,France,ORY,VLG,152,Tarde
2025-11-19,17:35,LHX1842,MUNICH (MUC),No informado,Lufthansa,Germany,Munich Airport,Munich,Germany,MUC,LHX,NA,Tarde
2025-11-19,17:55,AFR1420,PARIS /CHARLES DE GAULLE (CDG),No informado,Air France,France,Charles de Gaulle International Airport,Paris,France,CDG,AFR,80,Tarde
2025-11-19,18:25,RAM968,CASABLANCA /MOHAMED V (CMN),No informado,Royal Air Maroc,Morocco,Mohammed V International Airport,Casablanca,Morocco,CMN,RAM,33,Noche
2025-11-19,18:25,IBB5802,GRAN CANARIA (LPA),No informado,Binter Canarias,Spain,Gran Canaria Airport,Gran Canaria,Spain,LPA,IBB,97,Noche
2025-11-19,18:30,VLG5937,PALMA DE MALLORCA (PMI),No informado,Vueling Airlines,Spain,Palma De Mallorca Airport,Palma de Mallorca,Spain,PMI,VLG,152,Noche
2025-11-19,18:40,VLG8473,LONDRES /GATWICK (LGW),No informado,Vueling Airlines,Spain,London Gatwick Airport,London,United Kingdom,LGW,VLG,152,Noche
2025-11-19,18:45,TRA5105,EINDHOVEN (EIN),No informado,Transavia Holland,Netherlands,Eindhoven Airport,Eindhoven,Netherlands,EIN,TRA,162,Noche
2025-11-19,18:50,WZZ2385,BUDAPEST (BUD),No informado,Wizz Air,Hungary,Budapest Liszt Ferenc International Airport,Budapest,Hungary,BUD,WZZ,196,Noche
2025-11-19,18:55,SWR2146,ZURICH (ZRH),No informado,Swiss International Air Lines,Switzerland,Zürich Airport,Zurich,Switzerland,ZRH,SWR,134,Noche
2025-11-19,19:05,RYR952,PISA / GALILEO GALILEI (PSA),No informado,RYANAIR DAC,Ireland,Pisa International Airport,Pisa,Italy,PSA,RYR,170,Noche
2025-11-19,19:25,VLG3103,TENERIFE NORTE-C. LA LAGUNA (TFN),No informado,Vueling Airlines,Spain,Tenerife Norte Airport,Tenerife,Spain,TFN,VLG,152,Noche
2025-11-19,19:45,IBE5676,PARIS /ORLY (ORY),No informado,Iberia Airlines,Spain,Paris-Orly Airport,Paris,France,ORY,IBE,1,Noche
2025-11-19,19:45,AEA4011,PALMA DE MALLORCA (PMI),No informado,Air Europa,Spain,Palma De Mallorca Airport,Palma de Mallorca,Spain,PMI,AEA,102,Noche
2025-11-19,20:00,FIN5583,BARCELONA-EL PRAT JOSEP TARRADELLAS (BCN),No informado,Finnair,Finland,Barcelona International Airport,Barcelona,Spain,BCN,FIN,0,Noche
2025-11-19,20:00,WMT3411,CLUJ NAPOCA/SOMESENI (CLJ),No informado,Wizz Air Malta,Malta,Cluj-Napoca International Airport,Cluj-napoca,Romania,CLJ,WMT,198,Noche
2025-11-19,20:05,RYR616,IBIZA (IBZ),No informado,RYANAIR DAC,Ireland,Ibiza Airport,Ibiza,Spain,IBZ,RYR,170,Noche
2025-11-19,20:15,RYR1003,ROMA /FIUMICINO (FCO),No informado,RYANAIR DAC,Ireland,Leonardo da Vinci–Fiumicino Airport,Rome,Italy,FCO,RYR,170,Noche
2025-11-19,20:30,VLG3968,BILBAO (BIO),No informado,Vueling Airlines,Spain,Bilbao Airport,Bilbao,Spain,BIO,VLG,152,Noche
2025-11-19,20:30,VLG3952,PALMA DE MALLORCA (PMI),No informado,Vueling Airlines,Spain,Palma De Mallorca Airport,Palma de Mallorca,Spain,PMI,VLG,152,Noche
2025-11-19,20:35,BEL3751,BRUSELAS (BRU),No informado,Brussels Airlines,Belgium,Brussels Airport,Brussels,Belgium,BRU,BEL,146,Noche
2025-11-19,20:45,EZY8013,LONDRES /GATWICK (LGW),No informado,easyJet,United Kingdom,London Gatwick Airport,London,United Kingdom,LGW,EZY,NA,Noche
2025-11-19,20:55,VLG5800,PALMA DE MALLORCA (PMI),No informado,Vueling Airlines,Spain,Palma De Mallorca Airport,Palma de Mallorca,Spain,PMI,VLG,152,Noche
2025-11-19,21:10,RYR1718,EINDHOVEN (EIN),No informado,RYANAIR DAC,Ireland,Eindhoven Airport,Eindhoven,Netherlands,EIN,RYR,170,Noche
2025-11-19,22:45,RYR7201,GRAN CANARIA (LPA),No informado,RYANAIR DAC,Ireland,Gran Canaria Airport,Gran Canaria,Spain,LPA,RYR,170,Noche
2025-11-19,23:00,KLM1535,AMSTERDAM /SCHIPHOL (AMS),No informado,KLM Royal Dutch Airlines,Netherlands,Amsterdam Airport Schiphol,Amsterdam,Netherlands,AMS,KLM,101,Noche
2025-11-19,23:10,AFR1492,PARIS /CHARLES DE GAULLE (CDG),No informado,Air France,France,Charles de Gaulle International Airport,Paris,France,CDG,AFR,80,Noche
2025-11-19,23:20,DLH1164,FRANKFURT (FRA),No informado,Lufthansa,Germany,Frankfurt am Main Airport,Frankfurt,Germany,FRA,DLH,159,Noche
2025-11-19,23:25,VLG5831,IBIZA (IBZ),No informado,Vueling Airlines,Spain,Ibiza Airport,Ibiza,Spain,IBZ,VLG,152,Noche
2025-11-19,23:30,UAE4896,LISBOA (LIS),No informado,Emirates,United Arab Emirates,Humberto Delgado Airport (Lisbon Portela Airport),Lisbon,Portugal,LIS,UAE,0,Noche
2025-11-19,23:35,VLG5780,MALAGA-COSTA DEL SOL (AGP),No informado,Vueling Airlines,Spain,Málaga Airport,Malaga,Spain,AGP,VLG,152,Noche
2025-11-20,00:05,VLG5312,MADRID-BARAJAS ADOLFO SUÁREZ (MAD),No informado,Vueling Airlines,Spain,Adolfo Suárez Madrid–Barajas Airport,Madrid,Spain,MAD,VLG,152,Madrugada
2025-11-20,00:50,IBE1085,MADRID-BARAJAS ADOLFO SUÁREZ (MAD),No informado,Iberia Airlines,Spain,Adolfo Suárez Madrid–Barajas Airport,Madrid,Spain,MAD,IBE,1,Madrugada
2025-11-20,07:50,RYR999,ROMA /FIUMICINO (FCO),No informado,RYANAIR DAC,Ireland,Leonardo da Vinci–Fiumicino Airport,Rome,Italy,FCO,RYR,170,Mañana
2025-11-20,08:05,AMX6982,MADRID-BARAJAS ADOLFO SUÁREZ (MAD),No informado,AeroMéxico,Mexico,Adolfo Suárez Madrid–Barajas Airport,Madrid,Spain,MAD,AMX,0,Mañana
2025-11-20,08:15,IBE2382,MALAGA-COSTA DEL SOL (AGP),No informado,Iberia Airlines,Spain,Málaga Airport,Malaga,Spain,AGP,IBE,1,Mañana
2025-11-20,08:25,RYR2257,KOELN/BONN (CGN),No informado,RYANAIR DAC,Ireland,Cologne Bonn Airport,Cologne,Germany,CGN,RYR,170,Mañana
2025-11-20,08:55,IBE5783,PARIS /ORLY (ORY),No informado,Iberia Airlines,Spain,Paris-Orly Airport,Paris,France,ORY,IBE,1,Mañana
2025-11-20,09:00,ASL590,BELGRADO (BEG),No informado,Spurling Aviation,United States,Belgrade Nikola Tesla Airport,Belgrade,Serbia,BEG,ASL,79,Mañana
2025-11-20,09:00,ASL590,BELGRADO (BEG),No informado,Air Serbia,Serbia,Belgrade Nikola Tesla Airport,Belgrade,Serbia,BEG,ASL,79,Mañana
2025-11-20,09:05,RYR5540,TANGER (TNG),No informado,RYANAIR DAC,Ireland,Ibn Batouta Airport,Tanger,Morocco,TNG,RYR,170,Mañana
2025-11-20,09:05,IBE1079,MADRID-BARAJAS ADOLFO SUÁREZ (MAD),No informado,Iberia Airlines,Spain,Adolfo Suárez Madrid–Barajas Airport,Madrid,Spain,MAD,IBE,1,Mañana
2025-11-20,09:05,TRA6331,AMSTERDAM /SCHIPHOL (AMS),No informado,Transavia Holland,Netherlands,Amsterdam Airport Schiphol,Amsterdam,Netherlands,AMS,TRA,162,Mañana
2025-11-20,09:05,WZZ1337,VARSOVIA (WAW),No informado,Wizz Air,Hungary,Warsaw Chopin Airport,Warsaw,Poland,WAW,WZZ,196,Mañana
2025-11-20,09:10,RYR7215,PALMA DE MALLORCA (PMI),No informado,RYANAIR DAC,Ireland,Palma De Mallorca Airport,Palma de Mallorca,Spain,PMI,RYR,170,Mañana
2025-11-20,09:10,SWR2140,ZURICH (ZRH),No informado,Swiss International Air Lines,Switzerland,Zürich Airport,Zurich,Switzerland,ZRH,SWR,134,Mañana
2025-11-20,09:20,EWG9538,DUSSELDORF (DUS),No informado,Eurowings,Germany,Düsseldorf Airport,Duesseldorf,Germany,DUS,EWG,108,Mañana
2025-11-20,09:25,RYR1740,DUBLIN (DUB),No informado,RYANAIR DAC,Ireland,Dublin Airport,Dublin,Ireland,DUB,RYR,170,Mañana
2025-11-20,09:45,RYR4741,POZNAN /LAWICA (POZ),No informado,RYANAIR DAC,Ireland,Poznań-Ławica Airport,Poznan,Poland,POZ,RYR,170,Mañana
2025-11-20,09:55,RYR802,VIENA (VIE),No informado,RYANAIR DAC,Ireland,Vienna International Airport,Vienna,Austria,VIE,RYR,170,Mañana
2025-11-20,10:05,VLG5791,SEVILLA (SVQ),No informado,Vueling Airlines,Spain,Sevilla Airport,Sevilla,Spain,SVQ,VLG,152,Mañana
2025-11-20,10:20,RYR2229,CRACOVIA (KRK),No informado,RYANAIR DAC,Ireland,Kraków John Paul II International Airport,Krakow,Poland,KRK,RYR,170,Mañana
2025-11-20,10:25,RYR1444,MILAN /MALPENSA (MXP),No informado,RYANAIR DAC,Ireland,Malpensa International Airport,Milano,Italy,MXP,RYR,170,Mañana
2025-11-20,10:35,RYR497,MILAN/BERGAMO (BGY),No informado,RYANAIR DAC,Ireland,Il Caravaggio International Airport,Bergamo,Italy,BGY,RYR,170,Mañana
2025-11-20,10:40,WMT3185,BUCAREST (OTP),No informado,Wizz Air Malta,Malta,Henri Coandă International Airport,Bucharest,Romania,OTP,WMT,198,Mañana
2025-11-20,10:55,RYR643,LONDRES /STANSTED (STN),No informado,RYANAIR DAC,Ireland,London Stansted Airport,London,United Kingdom,STN,RYR,170,Mañana
2025-11-20,10:55,THY1301,ESTAMBUL (IST),No informado,Turkish Airlines,Turkey,Istanbul Airport,Istanbul,Turkey,IST,THY,139,Mañana
2025-11-20,10:55,RYR6248,TREVISO/S.ANGELO (MIL) (TSF),No informado,RYANAIR DAC,Ireland,NA,NA,NA,MIL,RYR,170,Mañana
2025-11-20,11:00,IBE2433,IBIZA (IBZ),No informado,Iberia Airlines,Spain,Ibiza Airport,Ibiza,Spain,IBZ,IBE,1,Mañana
2025-11-20,11:00,DLH1840,MUNICH (MUC),No informado,Lufthansa,Germany,Munich Airport,Munich,Germany,MUC,DLH,159,Mañana
2025-11-20,11:15,BAW410,LONDRES / HEATHROW (LHR),No informado,British Airways,United Kingdom,London Heathrow Airport,London,United Kingdom,LHR,BAW,96,Mañana
2025-11-20,11:35,AEA4007,PALMA DE MALLORCA (PMI),No informado,Air Europa,Spain,Palma De Mallorca Airport,Palma de Mallorca,Spain,PMI,AEA,102,Mañana
2025-11-20,11:35,RYR1611,BARI /PALESE (BRI),No informado,RYANAIR DAC,Ireland,Bari Karol Wojtyła Airport,Bari,Italy,BRI,RYR,170,Mañana
2025-11-20,12:00,AFR1416,PARIS /CHARLES DE GAULLE (CDG),No informado,Air France,France,Charles de Gaulle International Airport,Paris,France,CDG,AFR,80,Tarde
2025-11-20,12:10,DLH1160,FRANKFURT (FRA),No informado,Lufthansa,Germany,Frankfurt am Main Airport,Frankfurt,Germany,FRA,DLH,159,Tarde
2025-11-20,12:15,RYR1003,ROMA /FIUMICINO (FCO),No informado,RYANAIR DAC,Ireland,Leonardo da Vinci–Fiumicino Airport,Rome,Italy,FCO,RYR,170,Tarde
2025-11-20,12:20,VOE3582,ASTURIAS (OVD),No informado,VOLOTEA Airways,Spain,Asturias Airport,Aviles,Spain,OVD,VOE,150,Tarde
2025-11-20,12:25,RYR6836,NAPOLES (NAP),No informado,RYANAIR DAC,Ireland,Naples International Airport,Naples,Italy,NAP,RYR,170,Tarde
2025-11-20,12:25,VLG8352,AMSTERDAM /SCHIPHOL (AMS),No informado,Vueling Airlines,Spain,Amsterdam Airport Schiphol,Amsterdam,Netherlands,AMS,VLG,152,Tarde
2025-11-20,12:25,EZS1371,GINEBRA (GVA),No informado,EasyJet Switzerland,Switzerland,Geneva Cointrin International Airport,Geneva,Switzerland,GVA,EZS,155,Tarde
2025-11-20,12:40,AUA431,VIENA (VIE),No informado,Austrian Airlines,Austria,Vienna International Airport,Vienna,Austria,VIE,AUA,149,Tarde
2025-11-20,13:30,RYR138,BERLIN BRANDENBURG (BER),No informado,RYANAIR DAC,Ireland,NA,NA,NA,BER,RYR,170,Tarde
2025-11-20,14:00,RYR2301,BUDAPEST (BUD),No informado,RYANAIR DAC,Ireland,Budapest Liszt Ferenc International Airport,Budapest,Hungary,BUD,RYR,170,Tarde
2025-11-20,14:10,SWR2142,ZURICH (ZRH),No informado,Swiss International Air Lines,Switzerland,Zürich Airport,Zurich,Switzerland,ZRH,SWR,134,Tarde
2025-11-20,14:20,VLG5819,IBIZA (IBZ),No informado,Vueling Airlines,Spain,Ibiza Airport,Ibiza,Spain,IBZ,VLG,152,Tarde
2025-11-20,14:40,WMT6027,ROMA /FIUMICINO (FCO),No informado,Wizz Air Malta,Malta,Leonardo da Vinci–Fiumicino Airport,Rome,Italy,FCO,WMT,198,Tarde
2025-11-20,15:25,RYR952,PISA / GALILEO GALILEI (PSA),No informado,RYANAIR DAC,Ireland,Pisa International Airport,Pisa,Italy,PSA,RYR,170,Tarde
2025-11-20,15:30,IBE5548,PALMA DE MALLORCA (PMI),No informado,Iberia Airlines,Spain,Palma De Mallorca Airport,Palma de Mallorca,Spain,PMI,IBE,1,Tarde
2025-11-20,15:40,VLG8921,BRUSELAS (BRU),No informado,Vueling Airlines,Spain,Brussels Airport,Brussels,Belgium,BRU,VLG,152,Tarde
2025-11-20,15:50,RYR1710,OPORTO (OPO),No informado,RYANAIR DAC,Ireland,Francisco de Sá Carneiro Airport,Porto,Portugal,OPO,RYR,170,Tarde
2025-11-20,16:10,KLM1531,AMSTERDAM /SCHIPHOL (AMS),No informado,KLM Royal Dutch Airlines,Netherlands,Amsterdam Airport Schiphol,Amsterdam,Netherlands,AMS,KLM,101,Tarde
2025-11-20,16:15,AEA4065,MADRID-BARAJAS ADOLFO SUÁREZ (MAD),No informado,Air Europa,Spain,Adolfo Suárez Madrid–Barajas Airport,Madrid,Spain,MAD,AEA,102,Tarde
2025-11-20,16:20,VLG5784,MALAGA-COSTA DEL SOL (AGP),No informado,Vueling Airlines,Spain,Málaga Airport,Malaga,Spain,AGP,VLG,152,Tarde
2025-11-20,16:40,RYR2985,BRUSELAS (BRU),No informado,RYANAIR DAC,Ireland,Brussels Airport,Brussels,Belgium,BRU,RYR,170,Tarde
2025-11-20,16:55,EJU5103,BERLIN BRANDENBURG (BER),No informado,EasyJet,United Kingdom,NA,NA,NA,BER,EJU,159,Tarde
2025-11-20,17:00,RYR2206,SEVILLA (SVQ),No informado,RYANAIR DAC,Ireland,Sevilla Airport,Sevilla,Spain,SVQ,RYR,170,Tarde
2025-11-20,17:05,IBE1081,MADRID-BARAJAS ADOLFO SUÁREZ (MAD),No informado,Iberia Airlines,Spain,Adolfo Suárez Madrid–Barajas Airport,Madrid,Spain,MAD,IBE,1,Tarde
2025-11-20,17:10,THY1313,ESTAMBUL (IST),No informado,Turkish Airlines,Turkey,Istanbul Airport,Istanbul,Turkey,IST,THY,139,Tarde
2025-11-20,17:15,DLH1162,FRANKFURT (FRA),No informado,Lufthansa,Germany,Frankfurt am Main Airport,Frankfurt,Germany,FRA,DLH,159,Tarde
2025-11-20,17:25,VOE3536,BILBAO (BIO),No informado,VOLOTEA Airways,Spain,Bilbao Airport,Bilbao,Spain,BIO,VOE,150,Tarde
2025-11-20,17:30,RZO8732,LISBOA (LIS),No informado,SATA International,Portugal,Humberto Delgado Airport (Lisbon Portela Airport),Lisbon,Portugal,LIS,RZO,0,Tarde
2025-11-20,17:55,AFR1420,PARIS /CHARLES DE GAULLE (CDG),No informado,Air France,France,Charles de Gaulle International Airport,Paris,France,CDG,AFR,80,Tarde
2025-11-20,18:10,RYR993,ROMA /FIUMICINO (FCO),No informado,RYANAIR DAC,Ireland,Leonardo da Vinci–Fiumicino Airport,Rome,Italy,FCO,RYR,170,Noche
2025-11-20,18:25,RYR4728,MILAN/BERGAMO (BGY),No informado,RYANAIR DAC,Ireland,Il Caravaggio International Airport,Bergamo,Italy,BGY,RYR,170,Noche
2025-11-20,18:25,RAM968,CASABLANCA /MOHAMED V (CMN),No informado,Royal Air Maroc,Morocco,Mohammed V International Airport,Casablanca,Morocco,CMN,RAM,33,Noche
2025-11-20,18:30,RYR620,BOLONIA (BLQ),No informado,RYANAIR DAC,Ireland,Bologna Guglielmo Marconi Airport,Bologna,Italy,BLQ,RYR,170,Noche
2025-11-20,18:45,TRA5105,EINDHOVEN (EIN),No informado,Transavia Holland,Netherlands,Eindhoven Airport,Eindhoven,Netherlands,EIN,TRA,162,Noche
2025-11-20,18:50,TRA6441,ROTTERDAM (RTM),No informado,Transavia Holland,Netherlands,Rotterdam The Hague Airport,Rotterdam,Netherlands,RTM,TRA,162,Noche
2025-11-20,19:00,SWR2146,ZURICH (ZRH),No informado,Swiss International Air Lines,Switzerland,Zürich Airport,Zurich,Switzerland,ZRH,SWR,134,Noche
2025-11-20,19:35,WZZ2079,CRACOVIA (KRK),No informado,Wizz Air,Hungary,Kraków John Paul II International Airport,Krakow,Poland,KRK,WZZ,196,Noche
2025-11-20,19:45,AEA4011,PALMA DE MALLORCA (PMI),No informado,Air Europa,Spain,Palma De Mallorca Airport,Palma de Mallorca,Spain,PMI,AEA,102,Noche
2025-11-20,19:45,IBE5676,PARIS /ORLY (ORY),No informado,Iberia Airlines,Spain,Paris-Orly Airport,Paris,France,ORY,IBE,1,Noche
2025-11-20,19:45,VLG3103,TENERIFE NORTE-C. LA LAGUNA (TFN),No informado,Vueling Airlines,Spain,Tenerife Norte Airport,Tenerife,Spain,TFN,VLG,152,Noche
2025-11-20,19:50,EWG2530,STUTTGART (STR),No informado,Eurowings,Germany,Stuttgart Airport,Stuttgart,Germany,STR,EWG,108,Noche
2025-11-20,20:00,QTR8075,BARCELONA-EL PRAT JOSEP TARRADELLAS (BCN),No informado,Qatar Airways,Qatar,Barcelona International Airport,Barcelona,Spain,BCN,QTR,0,Noche
2025-11-20,20:00,ASL9030,BELGRADO (BEG),No informado,Spurling Aviation,United States,Belgrade Nikola Tesla Airport,Belgrade,Serbia,BEG,ASL,79,Noche
2025-11-20,20:00,ASL9030,BELGRADO (BEG),No informado,Air Serbia,Serbia,Belgrade Nikola Tesla Airport,Belgrade,Serbia,BEG,ASL,79,Noche
2025-11-20,20:05,VLG5793,SEVILLA (SVQ),No informado,Vueling Airlines,Spain,Sevilla Airport,Sevilla,Spain,SVQ,VLG,152,Noche
2025-11-20,20:35,WMT6045,ROMA /FIUMICINO (FCO),No informado,Wizz Air Malta,Malta,Leonardo da Vinci–Fiumicino Airport,Rome,Italy,FCO,WMT,198,Noche
2025-11-20,20:40,RYR645,MALAGA-COSTA DEL SOL (AGP),No informado,RYANAIR DAC,Ireland,Málaga Airport,Malaga,Spain,AGP,RYR,170,Noche
2025-11-20,20:45,VLG3968,BILBAO (BIO),No informado,Vueling Airlines,Spain,Bilbao Airport,Bilbao,Spain,BIO,VLG,152,Noche
2025-11-20,20:45,EZY8013,LONDRES /GATWICK (LGW),No informado,easyJet,United Kingdom,London Gatwick Airport,London,United Kingdom,LGW,EZY,NA,Noche
2025-11-20,20:45,RYR3488,LANZAROTE CÉSAR MANRIQUE (ACE),No informado,RYANAIR DAC,Ireland,Lanzarote Airport,Arrecife,Spain,ACE,RYR,170,Noche
2025-11-20,20:55,VLG5800,PALMA DE MALLORCA (PMI),No informado,Vueling Airlines,Spain,Palma De Mallorca Airport,Palma de Mallorca,Spain,PMI,VLG,152,Noche
2025-11-20,21:10,RYR4486,PALERMO /PUNTA RAISI (PMO),No informado,RYANAIR DAC,Ireland,Falcone–Borsellino Airport,Palermo,Italy,PMO,RYR,170,Noche
2025-11-20,21:20,EWG3014,PRAGA (PRG),No informado,Eurowings,Germany,Václav Havel Airport Prague,Prague,Czech Republic,PRG,EWG,108,Noche
2025-11-20,21:20,RYR6325,LONDRES /STANSTED (STN),No informado,RYANAIR DAC,Ireland,London Stansted Airport,London,United Kingdom,STN,RYR,170,Noche
2025-11-20,21:20,RYR2259,TURIN (TRN),No informado,RYANAIR DAC,Ireland,Turin Airport,Torino,Italy,TRN,RYR,170,Noche
2025-11-20,21:50,VLG1177,GRAN CANARIA (LPA),No informado,Vueling Airlines,Spain,Gran Canaria Airport,Gran Canaria,Spain,LPA,VLG,152,Noche
2025-11-20,21:50,IBE5550,PALMA DE MALLORCA (PMI),No informado,Iberia Airlines,Spain,Palma De Mallorca Airport,Palma de Mallorca,Spain,PMI,IBE,1,Noche
2025-11-20,22:15,RYR2217,MARRAKECH (RAK),No informado,RYANAIR DAC,Ireland,Menara Airport,Marrakech,Morocco,RAK,RYR,170,Noche
2025-11-20,22:20,BAW8067,LONDRES /GATWICK (LGW),No informado,British Airways,United Kingdom,London Gatwick Airport,London,United Kingdom,LGW,BAW,96,Noche
2025-11-20,23:00,KLM1535,AMSTERDAM /SCHIPHOL (AMS),No informado,KLM Royal Dutch Airlines,Netherlands,Amsterdam Airport Schiphol,Amsterdam,Netherlands,AMS,KLM,101,Noche
2025-11-20,23:10,AFR1492,PARIS /CHARLES DE GAULLE (CDG),No informado,Air France,France,Charles de Gaulle International Airport,Paris,France,CDG,AFR,80,Noche
2025-11-20,23:10,DLH1164,FRANKFURT (FRA),No informado,Lufthansa,Germany,Frankfurt am Main Airport,Frankfurt,Germany,FRA,DLH,159,Noche
2025-11-20,23:30,RYR1718,EINDHOVEN (EIN),No informado,RYANAIR DAC,Ireland,Eindhoven Airport,Eindhoven,Netherlands,EIN,RYR,170,Noche
2025-11-20,23:35,RYR616,IBIZA (IBZ),No informado,RYANAIR DAC,Ireland,Ibiza Airport,Ibiza,Spain,IBZ,RYR,170,Noche
2025-11-20,23:35,QTR8074,MALAGA-COSTA DEL SOL (AGP),No informado,Qatar Airways,Qatar,Málaga Airport,Malaga,Spain,AGP,QTR,0,Noche
2025-11-20,23:40,VLG5831,IBIZA (IBZ),No informado,Vueling Airlines,Spain,Ibiza Airport,Ibiza,Spain,IBZ,VLG,152,Noche
2025-11-20,23:45,IBE2406,PALMA DE MALLORCA (PMI),No informado,Iberia Airlines,Spain,Palma De Mallorca Airport,Palma de Mallorca,Spain,PMI,IBE,1,Noche
2025-11-20,23:50,RYR1687,BRUSELAS /CHARLEROI (CRL),No informado,RYANAIR DAC,Ireland,Brussels South Charleroi Airport,Charleroi,Belgium,CRL,RYR,170,Noche
2025-11-21,00:05,JAL9407,MADRID-BARAJAS ADOLFO SUÁREZ (MAD),No informado,Japan Airlines,Japan,Adolfo Suárez Madrid–Barajas Airport,Madrid,Spain,MAD,JAL,0,Madrugada
2025-11-21,00:05,VLG8350,AMSTERDAM /SCHIPHOL (AMS),No informado,Vueling Airlines,Spain,Amsterdam Airport Schiphol,Amsterdam,Netherlands,AMS,VLG,152,Madrugada
2025-11-21,00:50,IBE1085,MADRID-BARAJAS ADOLFO SUÁREZ (MAD),No informado,Iberia Airlines,Spain,Adolfo Suárez Madrid–Barajas Airport,Madrid,Spain,MAD,IBE,1,Madrugada
2025-11-21,07:50,RYR497,MILAN/BERGAMO (BGY),No informado,RYANAIR DAC,Ireland,Il Caravaggio International Airport,Bergamo,Italy,BGY,RYR,170,Mañana
2025-11-21,08:00,RYR620,BOLONIA (BLQ),No informado,RYANAIR DAC,Ireland,Bologna Guglielmo Marconi Airport,Bologna,Italy,BLQ,RYR,170,Mañana
2025-11-21,08:05,AMX6982,MADRID-BARAJAS ADOLFO SUÁREZ (MAD),No informado,AeroMéxico,Mexico,Adolfo Suárez Madrid–Barajas Airport,Madrid,Spain,MAD,AMX,0,Mañana
2025-11-21,08:10,RYR2257,KOELN/BONN (CGN),No informado,RYANAIR DAC,Ireland,Cologne Bonn Airport,Cologne,Germany,CGN,RYR,170,Mañana
2025-11-21,08:15,IBE2382,MALAGA-COSTA DEL SOL (AGP),No informado,Iberia Airlines,Spain,Málaga Airport,Malaga,Spain,AGP,IBE,1,Mañana
2025-11-21,08:15,VOE2656,LYON (LYS),No informado,VOLOTEA Airways,Spain,Lyon Saint-Exupéry Airport,Lyon,France,LYS,VOE,150,Mañana
2025-11-21,08:25,IBE5783,PARIS /ORLY (ORY),No informado,Iberia Airlines,Spain,Paris-Orly Airport,Paris,France,ORY,IBE,1,Mañana
2025-11-21,08:40,RYR2301,BUDAPEST (BUD),No informado,RYANAIR DAC,Ireland,Budapest Liszt Ferenc International Airport,Budapest,Hungary,BUD,RYR,170,Mañana
2025-11-21,08:50,RYR138,BERLIN BRANDENBURG (BER),No informado,RYANAIR DAC,Ireland,NA,NA,NA,BER,RYR,170,Mañana
2025-11-21,08:50,LGL763,LUXEMBURGO (LUX),No informado,Luxair,Luxembourg,Luxembourg-Findel International Airport,Luxemburg,Luxembourg,LUX,LGL,61,Mañana
2025-11-21,08:55,RYR802,VIENA (VIE),No informado,RYANAIR DAC,Ireland,Vienna International Airport,Vienna,Austria,VIE,RYR,170,Mañana
2025-11-21,09:00,RYR1710,OPORTO (OPO),No informado,RYANAIR DAC,Ireland,Francisco de Sá Carneiro Airport,Porto,Portugal,OPO,RYR,170,Mañana
2025-11-21,09:05,QTR6923,MADRID-BARAJAS ADOLFO SUÁREZ (MAD),No informado,Qatar Airways,Qatar,Adolfo Suárez Madrid–Barajas Airport,Madrid,Spain,MAD,QTR,0,Mañana
2025-11-21,09:10,SWR2130,GINEBRA (GVA),No informado,Swiss International Air Lines,Switzerland,Geneva Cointrin International Airport,Geneva,Switzerland,GVA,SWR,134,Mañana
2025-11-21,09:10,WZZ2385,BUDAPEST (BUD),No informado,Wizz Air,Hungary,Budapest Liszt Ferenc International Airport,Budapest,Hungary,BUD,WZZ,196,Mañana
2025-11-21,09:15,VOE2436,BURDEOS (BOD),No informado,VOLOTEA Airways,Spain,Bordeaux-Mérignac Airport,Bordeaux,France,BOD,VOE,150,Mañana
2025-11-21,09:20,RYR641,MANCHESTER (MAN),No informado,RYANAIR DAC,Ireland,Manchester Airport,Manchester,United Kingdom,MAN,RYR,170,Mañana
2025-11-21,09:35,KLM2622,AMSTERDAM /SCHIPHOL (AMS),No informado,KLM Royal Dutch Airlines,Netherlands,Amsterdam Airport Schiphol,Amsterdam,Netherlands,AMS,KLM,101,Mañana
2025-11-21,09:40,RYR5372,FEZ /SAIS (FEZ),No informado,RYANAIR DAC,Ireland,Saïss Airport,Fes,Morocco,FEZ,RYR,170,Mañana
2025-11-21,09:45,RYR2271,SANTIAGO-ROSALÍA DE CASTRO (SCQ),No informado,RYANAIR DAC,Ireland,Santiago de Compostela Airport,Santiago,Spain,SCQ,RYR,170,Mañana
2025-11-21,09:50,TRA5105,EINDHOVEN (EIN),No informado,Transavia Holland,Netherlands,Eindhoven Airport,Eindhoven,Netherlands,EIN,TRA,162,Mañana
2025-11-21,09:50,EJU7899,AMSTERDAM /SCHIPHOL (AMS),No informado,EasyJet,United Kingdom,Amsterdam Airport Schiphol,Amsterdam,Netherlands,AMS,EJU,159,Mañana
2025-11-21,10:25,EZY8011,LONDRES /GATWICK (LGW),No informado,easyJet,United Kingdom,London Gatwick Airport,London,United Kingdom,LGW,EZY,NA,Mañana
2025-11-21,10:25,RYR616,IBIZA (IBZ),No informado,RYANAIR DAC,Ireland,Ibiza Airport,Ibiza,Spain,IBZ,RYR,170,Mañana
